PMID,Title,publication_date
33863864,Myalgia as a symptom at hospital admission by SARS-CoV-2 infection is associated to persistent musculoskeletal pain as long-term post-COVID sequelae: a case-control study,4/18/2021
33863845,SARS-CoV-2 Infection Dynamics in Children and Household Contacts in a Slum in Rio de Janeiro,4/18/2021
33863825,Governments are constitutionally permitted to provide 'vaccine passports' - we think some may also be constitutionally obligated to do so,4/18/2021
33863816,Pediatric Intern Clinical Exposure During the COVID-19 Pandemic,4/18/2021
33863468,Elder Abuse-A Guide to Diagnosis and Management in the Emergency Department,4/18/2021
33863462,Cardiopulmonary Emergencies in Older Adults,4/18/2021
33863263,Treatment of neovascular age related macular degeneration during COVID-19 pandemic: The short term consequences of unintended lapses,4/18/2021
33862829,Superspreading events suggest aerosol transmission of SARS-CoV-2 by accumulation in enclosed spaces,4/18/2021
33862230,Critical carE Database for Advanced Research (CEDAR): An Automated Method to Support Intensive Care Units with Electronic Health Record Data,4/17/2021
33861873,"Short-term impact of nursing home SARS-CoV-2 vaccinations on new infections, hospitalizations, and deaths",4/17/2021
33861872,Managing the infodemic about COVID-19: Strategies for clinicians and researchers,4/17/2021
33861871,Proportion of SARS-CoV-2 positive tests and vaccination in Veterans Affairs Community Living Centers,4/17/2021
33861870,"Cumulative COVID-19 incidence, mortality and prognosis in cancer survivors: A population-based study in Reggio Emilia, Northern Italy",4/17/2021
33861868,Reduction in respiratory viral infections among hospitalized older adults during the COVID-19 pandemic,4/17/2021
33861867,Couples Therapists' Attitudes Toward Online Therapy During the COVID-19 Crisis,4/17/2021
33861865,The virtual 4Ms: A novel curriculum for first year health professional students during COVID-19,4/17/2021
33861864,COVID-19 and cancer: A deadly pairing,4/17/2021
33861695,Researchers Seek Answers for Millions With Long COVID-19,4/17/2021
33861672,Impact of COVID-19 Governmental Restrictions on Emergency General Surgery Operative Volume and Severity,4/17/2021
33861566,Elliptical Pipette Generated Large Microdroplets for POC Visual ddPCR Quantification of Low Viral Load,4/17/2021
33861556,Cardiopulmonary Resuscitation in Coronavirus Disease 2019 Patients Experiencing In-Hospital Cardiac Arrest: More Data Are Needed,4/17/2021
33861555,Coronavirus Disease 2019 ICU Patients Have Higher-Than-Expected Acute Physiology and Chronic Health Evaluation-Adjusted Mortality and Length of Stay Than Viral Pneumonia ICU Patients,4/17/2021
33861554,Outcomes and Safety of Early Percutaneous Tracheostomy in Coronavirus Disease 2019 Patients Admitted to the ICU,4/17/2021
33861553,Anticoagulation Therapy in Patients With Coronavirus Disease 2019: Results From a Multicenter International Prospective Registry (Health Outcome Predictive Evaluation for Corona Virus Disease 2019 [HOPE-COVID19]),4/17/2021
33861551,"Association of Sedation, Coma, and In-Hospital Mortality in Mechanically Ventilated Patients With Coronavirus Disease 2019-Related Acute Respiratory Distress Syndrome: A Retrospective Cohort Study",4/17/2021
33861549,Surge and Mortality in ICUs in New York City's Public Healthcare System,4/17/2021
33861545,A Comparison of Thrombosis and Hemorrhage Rates in Patients With Severe Respiratory Failure Due to Coronavirus Disease 2019 and Influenza Requiring Extracorporeal Membrane Oxygenation,4/17/2021
33861525,Pathologic Antibodies to Platelet Factor 4 after ChAdOx1 nCoV-19 Vaccination,4/17/2021
33861465,Tachyarrhythmia as a possible symptom of coronavirus in a neonate diagnosed with transposition of the great arteries,4/17/2021
33861442,Possible Mechanisms and Special Clinical Considerations of Curcumin Supplementation in Patients with COVID-19,4/17/2021
33861316,Indoor Air Changes and Potential Implications for SARS-CoV-2 Transmission,4/17/2021
33861299,Finding of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) within Placental Tissue 11 Weeks after Maternal Infection,4/17/2021
33861185,COVID-19: An Organizational-theory-guided Holistic Self-caring and Resilience Project,4/17/2021
33861165,Pediatricians' COVID-19 experiences and views on the willingness to receive COVID-19 vaccines: a cross-sectional survey in Turkey,4/17/2021
33861153,"International educators' attitudes, experiences, and recommendations after an abrupt transition to remote physiology laboratories",4/17/2021
33861137,Testing Testimonial,4/17/2021
33860555,"Fatalism, fear, and compliance with preventive measures in COVID-19 pandemic: A structural equation modeling analysis",4/17/2021
33860542,Analysis of current SARS-CoV-2 infection in a large population of blood donors evidenced that RNAemia is rare in plasma,4/17/2021
33860515,Post COVID-19 Arterial Thromboembolism: A Clear and Present Danger,4/17/2021
33859433,"""I had to be with bodyguards with guns""-attacks on scientists during the pandemic",4/17/2021
33859409,Comprehensive large-scale nucleic acid-testing strategies support China's sustained containment of COVID-19,4/17/2021
33859400,Generation of recombinant hyperimmune globulins from diverse B-cell repertoires,4/17/2021
33859151,Safety and Reactogenicity of 2 Doses of SARS-CoV-2 Vaccination in Solid Organ Transplant Recipients,4/17/2021
33859146,Measuring the Impact of the COVID-19 Pandemic on Sexually Transmitted Diseases (STD) Public Health Surveillance and Program Operations in the State of California,4/17/2021
33859127,Maintaining treatment and prevention programs for opioid use disorders during the coronavirus disease 2019 pandemic,4/17/2021
33859126,The impact of COVID-19 on gambling and gambling disorder: emerging data,4/17/2021
33859104,Optimal inflammatory bowel disease management during the global coronavirus disease 2019 pandemic,4/17/2021
33859103,Social media in inflammatory bowel disease: the patient and physician perspective,4/17/2021
33859099,Implementing a Nursing Skills Practice Laboratory Using Social Distancing During the COVID-19 Pandemic,4/17/2021
33859088,COVID-19 Pandemic Impact on Epidemic Keratoconjunctivitis,4/17/2021
33859017,The dream vaccine,4/17/2021
33859010,Vaccine link to serious clotting disorder firms up,4/17/2021
33858987,A guideline to limit indoor airborne transmission of COVID-19,4/17/2021
33858983,Pediatric Vaccination During the COVID-19 Pandemic,4/17/2021
33858945,Distinct antibody and memory B cell responses in SARS-CoV-2 naïve and recovered individuals following mRNA vaccination,4/17/2021
33858942,Killed whole-genome reduced-bacteria surface-expressed coronavirus fusion peptide vaccines protect against disease in a porcine model,4/17/2021
33858941,Host barriers to SARS-CoV-2 demonstrated by ferrets in a high-exposure domestic setting,4/17/2021
33858854,"Diabetes and Overweight/Obesity Are Independent, Nonadditive Risk Factors for In-Hospital Severity of COVID-19: An International, Multicenter Retrospective Meta-analysis",4/17/2021
33858836,Development of wastewater pooled surveillance of SARS-CoV-2 from congregate living settings,4/17/2021
33858763,Use of Kids Helpline by Children and Young People in Australia During the COVID-19 Pandemic,4/17/2021
33858762,Safely Social: Promoting and Sustaining Adolescent Engagement in Social Distancing During the COVID-19 Pandemic,4/17/2021
33858547,Carbapenem resistant bacteria in Intensive Care Unit during COVID-19 pandemic: multicenter before-after cross sectional study,4/17/2021
33858532,Pandemic stewardship: reflecting on new roles and contributions of antimicrobial stewardship programs during COVID-19,4/17/2021
33858531,Coronavirus disease 2019 (COVID-19) vaccination in healthcare workers: An early real-world experience,4/17/2021
33858291,Can algae contribute to the war with Covid-19?,4/17/2021
33858240,Community Coalition Action Theory: Introducing an Interventional Application to Confronting Covid-19,4/17/2021
33858231,Current Update on Severe Acute Respiratory Syndrome Coronavirus 2 Vaccine Development with a Special Emphasis on Gene Therapy Viral Vector Design and Construction for Vaccination,4/17/2021
33858213,Why Should Businesses Support Public Health?,4/17/2021
33858208,Two Cases of Graves' Disease Following SARS-CoV-2 Vaccination: An Autoimmune/Inflammatory Syndrome Induced by Adjuvants,4/17/2021
33858007,In Response,4/16/2021
33857976,Effect of Inadequate Sleep on Clinician Performance,4/16/2021
33857958,Lessons Learned From the Rapid Expansion of Intensive Care Unit Care to the Operating Room During the Coronavirus Disease 2019 Pandemic,4/16/2021
33857833,Provocative thoughts from COVID-19: physician-centric solutions to physician burnout,4/16/2021
33857782,"N95 respirator reuse, decontamination methods, and microbial burden: A randomized controlled trial",4/16/2021
33857673,Impact of Coronavirus Disease 2019 Shutdown on Neurotrauma Volume in Pennsylvania,4/16/2021
33857574,COVID-19 Quarantine Reveals Behavioral Changes Effect on Myopia Progression,4/16/2021
33857399,Countries with high deaths due to flu and tuberculosis demonstrate lower COVID-19 mortality: roles of vaccinations,4/16/2021
33857398,Demand and motivation for influenza vaccination among healthcare workers before and during the COVID-19 era: a cross-sectional survey,4/16/2021
33857385,Rapid Adoption of Telemedicine Along with Emergent Use of Continuous Glucose Monitors in the Ambulatory Care of Young Persons with New-Onset Type 1 Diabetes in the Time of COVID-19: A Case Series,4/16/2021
33857328,Can ketone bodies inactivate coronavirus spike protein? The potential of biocidal agents against SARS-CoV-2,4/16/2021
33857069,"Update: COVID-19 Pandemic-Associated Changes in Emergency Department Visits - United States, December 2020-January 2021",4/16/2021
33857068,"Trends in Racial and Ethnic Disparities in COVID-19 Hospitalizations, by Region - United States, March-December 2020",4/16/2021
33857067,"COVID-19 Stats: COVID-19* and Influenza(†) Discharge Diagnoses as a Percentage of Emergency Department (ED) Visits,(§) by Year - United States, June 2018-March 2021",4/16/2021
33857065,"Notes from the Field: Update on Excess Deaths Associated with the COVID-19 Pandemic - United States, January 26, 2020-February 27, 2021",4/16/2021
33857064,"Factors Associated with Participation in Elementary School-Based SARS-CoV-2 Testing - Salt Lake County, Utah, December 2020-January 2021",4/16/2021
33857062,"Emergency Department Visits for COVID-19 by Race and Ethnicity - 13 States, October-December 2020",4/16/2021
33857032,COVID-19: Impact on Orthopaedic Graduate Medical Education in the U.S.: AOA Critical Issues Symposium,4/16/2021
33857013,"Cervical Cancer Screening-Past, Present, and Future",4/16/2021
33856956,"The Impact of the COVID-19 Pandemic on an Israeli Acute Care Surgery Unit: Fewer Patients, More Disease",4/16/2021
33856889,The Importance of Federal Waivers and Technology in Ensuring Access to WIC During COVID-19,4/16/2021
33856888,"E-Cigarette Use Among Youths and Young Adults During the COVID-19 Pandemic: United States, 2020",4/16/2021
33856887,Ten Urgent Priorities Based on Lessons Learned From More Than a Half Million Known COVID-19 Cases in US Prisons,4/16/2021
33856885,"COVID-19 and the Drug Overdose Crisis: Uncovering the Deadliest Months in the United States, January‒July 2020",4/16/2021
33856884,"Variation in Reporting of the Race and Ethnicity of COVID-19 Cases and Deaths Across US States: April 12, 2020, and November 9, 2020",4/16/2021
33856883,SARS-CoV-2 Infection Among Correctional Staff in the Federal Bureau of Prisons,4/16/2021
33856881,The COVID-19 Pandemic: Effects on Civil Registration of Births and Deaths and on Availability and Utility of Vital Events Data,4/16/2021
33856880,The Societal Value of Vaccination in the Age of COVID-19,4/16/2021
33856878,COVID-19-The Case for Rethinking Health and Human Rights in Prisons,4/16/2021
33856877,Immigration Detention in the United States: Identifying Alternatives That Comply With Human Rights and Advance Public Health,4/16/2021
33856876,A Spatiotemporal Tool to Project Hospital Critical Care Capacity and Mortality From COVID-19 in US Counties,4/16/2021
33856875,"Stay-at-Home Orders, Mobility Patterns, and Spread of COVID-19",4/16/2021
33856853,Comparing the initial impact of COVID-19 on burden and psychological distress among family caregivers of children with and without developmental disabilities,4/16/2021
33856739,"Gout, Rheumatoid Arthritis, and the Risk of Death Related to Coronavirus Disease 2019: An Analysis of the UK Biobank",4/16/2021
33856708,Interferon β-1b for patients with moderate to severe COVID-19 in the inflammatory phase of the disease,4/16/2021
